id,title,description,category,date,location,coordinates,points,stateId,maxAttendees,imageUrl,createdAt
aef6f06d-c4e7-4835-bf53-c3ceeacaec9d,Lagos Youth Rally,Join us for a mega rally celebrating youth participation in governance,Rally,"""2024-12-27T13:11:00.121Z""","Tafawa Balewa Square, Lagos",,10,,5000,https://images.unsplash.com/photo-1550000000000,"""2024-11-27T13:11:00.121Z"""
fe87297b-30e1-4b49-83ff-9a94d29b3afc,Kano Town Hall Meeting,Interactive session with party leaders on local development,Town Hall,"""2024-11-22T12:28:15.158Z""",Kano Municipal Hall,,10,,300,https://images.unsplash.com/photo-1550010000000,"""2024-10-23T12:28:15.158Z"""
360dcd4f-28ec-4ea2-bb4b-0bc1df63c3aa,FCT Leadership Summit,Annual gathering of APC leaders and stakeholders,Summit,"""2024-11-16T16:25:24.147Z""","International Conference Centre, Abuja",,10,,1000,https://images.unsplash.com/photo-1550020000000,"""2024-10-17T16:25:24.147Z"""
6aa2197e-50ef-4ae2-971d-c7ac03373d58,Grassroots Mobilization Training,Capacity building workshop for ward coordinators,Training,"""2025-10-18T19:01:49.408Z""",Lagos State APC Secretariat,,10,,150,https://images.unsplash.com/photo-1550030000000,"""2025-09-18T19:01:49.408Z"""
2ab7723c-1d25-438e-95bd-79ce4b5e9793,Community Outreach - Ikeja,Meet and greet with constituents in Ikeja LGA,Canvassing,"""2025-10-22T02:57:29.186Z""",Ikeja Under Bridge,,10,,200,https://images.unsplash.com/photo-1550040000000,"""2025-09-22T02:57:29.186Z"""
5695ae13-18c6-4917-b257-52b561385f84,Women in Politics Conference,Empowering female members for greater participation,Meeting,"""2025-10-08T23:37:33.907Z""","Sheraton Hotel, Abuja",,10,,500,https://images.unsplash.com/photo-1550050000000,"""2025-09-08T23:37:33.907Z"""
20a54633-4a05-44c6-a734-70b43df84307,Youth Skills Acquisition Program,Free training in digital skills and entrepreneurship,Training,"""2025-09-15T00:34:45.253Z""",Kano Technology Hub,,10,,250,https://images.unsplash.com/photo-1550060000000,"""2025-08-16T00:34:45.253Z"""
d14f37b3-eab3-4d97-ba5d-abc1217dd7a7,Party Members Forum - Rivers,Quarterly meeting for all party members in Rivers State,Meeting,"""2025-06-15T10:23:40.368Z""",Port Harcourt City Hall,,10,,400,https://images.unsplash.com/photo-1550070000000,"""2025-05-16T10:23:40.368Z"""
56b430d1-fc90-47ed-8f32-6316973ce78c,Electoral Strategy Workshop,Planning session for upcoming elections,Training,"""2025-07-18T17:32:53.180Z""",Lagos Mainland,,10,,100,https://images.unsplash.com/photo-1550080000000,"""2025-06-18T17:32:53.180Z"""
c292b155-dcfa-4164-84ab-3f236d104a8a,National Unity Rally,Celebrating Nigeria's diversity and APC's inclusive vision,Rally,"""2025-06-23T17:13:22.832Z""","Eagle Square, Abuja",,10,,10000,https://images.unsplash.com/photo-1550090000000,"""2025-05-24T17:13:22.832Z"""
037c8a24-6358-4e3e-9f1a-0d77fd4b6839,Election Campaign Fundraiser - Lagos,An exclusive fundraising event to support our campaign activities and community development projects. Your contribution makes a real difference.,Fundraiser,"""2025-06-15T20:23:59.809Z""",Lagos Sports Stadium,,10,630a0133-5e3f-4b64-b33b-833971dad2a3,100,,"""2025-11-12T20:23:59.846Z"""
3182f65b-1cf5-4e7b-9127-fa447745f9da,Food Distribution Program - Lagos,Bringing hope and tangible support to communities in need. Join us in making a difference in people's lives.,Community Outreach,"""2026-03-11T20:23:59.809Z""",Lagos Town Hall,,10,630a0133-5e3f-4b64-b33b-833971dad2a3,1000,,"""2025-11-12T20:23:59.846Z"""
6aae5038-e4ab-4dc6-9890-c2cb895e7b9e,Community Leaders Forum - Lagos,"Interactive workshop focused on ethical leadership, community service, and effective communication.",Leadership Workshop,"""2026-02-22T20:23:59.809Z""",Lagos Cathedral Hall,,10,630a0133-5e3f-4b64-b33b-833971dad2a3,2000,,"""2025-11-12T20:23:59.846Z"""
c0994cf1-0905-45da-bd33-e732008befaa,Leadership Development Program - Lagos,Capacity building session to strengthen our party's human resources and prepare members for leadership roles.,Training,"""2026-01-31T20:23:59.809Z""",Lagos Government House Banquet Hall,,10,630a0133-5e3f-4b64-b33b-833971dad2a3,2000,,"""2025-11-12T20:23:59.846Z"""
a07d2c1b-5910-40d9-add1-69758277a726,Economic Development Forum - Lagos,"Expert-led discussion on evidence-based policy solutions to critical challenges in education, healthcare, and economic development.",Policy Dialogue,"""2025-12-19T20:23:59.809Z""",Lagos City Square,,10,630a0133-5e3f-4b64-b33b-833971dad2a3,500,,"""2025-11-12T20:23:59.846Z"""
5a18a251-738f-47a4-acfc-7a4eab42884d,Infrastructure Planning Session - Lagos,"Expert-led discussion on evidence-based policy solutions to critical challenges in education, healthcare, and economic development.",Policy Dialogue,"""2025-12-15T20:23:59.809Z""","Ward 5, Lagos",,10,630a0133-5e3f-4b64-b33b-833971dad2a3,100,,"""2025-11-12T20:23:59.846Z"""
c9ee34b6-4029-4e99-af8e-90d5cf415e15,Emerging Leaders Workshop - Lagos,"Interactive workshop focused on ethical leadership, community service, and effective communication.",Leadership Workshop,"""2025-06-16T20:23:59.809Z""","Ward 5, Lagos",,10,630a0133-5e3f-4b64-b33b-833971dad2a3,2000,,"""2025-11-12T20:23:59.846Z"""
a948a44a-bd1b-4abb-bc2c-95a4dae4baad,State Development Summit - Kano,"A high-level summit bringing together party leaders, stakeholders, and experts to chart the course for sustainable development and effective governance.",Summit,"""2025-12-06T20:23:59.809Z""",Kano Convention Center,,10,a4b78471-cc75-4459-9640-9e787ac7e2b3,100,,"""2025-11-12T20:23:59.846Z"""
463959b6-c843-4e74-a808-be46016a34db,Victory Celebration Rally - Kano,A massive mobilization event to demonstrate our commitment to progress and good governance. Join thousands of party faithful as we march for change and development.,Rally,"""2025-06-04T20:23:59.809Z""",Kano City Square,,10,a4b78471-cc75-4459-9640-9e787ac7e2b3,300,,"""2025-11-12T20:23:59.846Z"""
11d1a90d-90d9-4b20-b5ac-04f7ed56bdf3,Community Listening Session - Kano,An open forum for constituents to discuss pressing community issues and development priorities. Your voice matters in building a better tomorrow for all.,Town Hall,"""2025-08-23T20:23:59.809Z""",Kano City Square,,10,a4b78471-cc75-4459-9640-9e787ac7e2b3,100,,"""2025-11-12T20:23:59.846Z"""
acefa3a6-3323-4e76-aa1f-73ccb3be06a1,Women in Leadership Conference - Kano,Addressing gender equity issues and charting pathways for women's economic and political empowerment.,Women's Conference,"""2026-03-09T20:23:59.809Z""",Kano Government House Banquet Hall,,10,a4b78471-cc75-4459-9640-9e787ac7e2b3,50,,"""2025-11-12T20:23:59.846Z"""
493b4e31-0fc4-4e4c-9c38-40673569e998,Security Policy Discussion - Kano,"Bringing together policymakers, experts, and stakeholders to deliberate on effective strategies for sustainable development.",Policy Dialogue,"""2026-02-15T20:23:59.809Z""",Kano Government House Banquet Hall,,10,a4b78471-cc75-4459-9640-9e787ac7e2b3,5000,,"""2025-11-12T20:23:59.846Z"""
1a66c481-591b-4b4d-82e4-1ba5195316f2,Ward Coordinators Workshop - Kano,"Interactive workshop focused on ethical leadership, community service, and effective communication.",Leadership Workshop,"""2026-03-28T20:23:59.810Z""","Local Government Headquarters, Kano",,10,a4b78471-cc75-4459-9640-9e787ac7e2b3,5000,,"""2025-11-12T20:23:59.846Z"""
e18a27f1-d57e-49d0-99d6-028f1f1dda36,Tech Skills for Youth - Kano,"Empowering young people with knowledge, skills, and opportunities to become active participants in nation building.",Youth Forum,"""2025-11-20T20:23:59.810Z""",Kano Convention Center,,10,a4b78471-cc75-4459-9640-9e787ac7e2b3,50,,"""2025-11-12T20:23:59.846Z"""
601db80c-e03b-4c8f-984f-4f09035fba8a,Political Education Workshop - Kaduna,Comprehensive training program to equip volunteers and members with the skills needed for effective grassroots mobilization and community engagement.,Training,"""2025-05-26T20:23:59.810Z""",Kaduna Convention Center,,10,e4c7bf25-eab5-4471-9dd1-5b8a732f227d,1000,,"""2025-11-12T20:23:59.846Z"""
4ba89b29-b593-4301-b52c-e9df13aec72d,Healthcare Innovation Summit - Kaduna,An intensive dialogue session focused on crafting innovative solutions to pressing challenges facing our state and nation.,Summit,"""2025-12-10T20:23:59.810Z""",Kaduna Cathedral Hall,,10,e4c7bf25-eab5-4471-9dd1-5b8a732f227d,5000,,"""2025-11-12T20:23:59.846Z"""
1aeac16e-07bd-4961-8d8e-941ebefd4434,Community Listening Session - Kaduna,An open forum for constituents to discuss pressing community issues and development priorities. Your voice matters in building a better tomorrow for all.,Town Hall,"""2025-12-10T20:23:59.810Z""",Kaduna State APC Secretariat,,10,e4c7bf25-eab5-4471-9dd1-5b8a732f227d,50,,"""2025-11-12T20:23:59.846Z"""
be045275-9220-45b8-969e-75a5ccecf4bf,Community Listening Session - Kaduna,"Join us for an interactive town hall meeting where community members can directly engage with party leaders and representatives. Share your concerns, ask questions, and participate in shaping our collective future.",Town Hall,"""2026-03-21T20:23:59.810Z""",Kaduna Town Hall,,10,e4c7bf25-eab5-4471-9dd1-5b8a732f227d,2000,,"""2025-11-12T20:23:59.846Z"""
43c9aa82-8fe5-4821-a00a-ffb9ee25704d,Campaign Volunteers Training - Kaduna,Capacity building session to strengthen our party's human resources and prepare members for leadership roles.,Training,"""2025-11-20T20:23:59.810Z""",Kaduna Sports Stadium,,10,e4c7bf25-eab5-4471-9dd1-5b8a732f227d,5000,,"""2025-11-12T20:23:59.846Z"""
c0c888f9-3792-4005-aaad-4de3aa81d887,Free Medical Outreach - Kaduna,APC's commitment to the people demonstrated through direct community intervention and support programs.,Community Outreach,"""2025-11-25T20:23:59.810Z""",Kaduna Community Center,,10,e4c7bf25-eab5-4471-9dd1-5b8a732f227d,100,,"""2025-11-12T20:23:59.846Z"""
2a3e56b6-d085-4619-a163-fda550eddba7,Women's Economic Forum - Kaduna,Celebrating women's achievements and discussing strategies for greater women participation in governance and leadership.,Women's Conference,"""2026-05-06T20:23:59.810Z""",Kaduna Town Hall,,10,e4c7bf25-eab5-4471-9dd1-5b8a732f227d,300,,"""2025-11-12T20:23:59.846Z"""
1b7b5498-1161-47bb-902a-a2e85e00cfe6,Youth in Politics Forum - Rivers,"A platform for youth to voice their aspirations, concerns, and ideas for a better society.",Youth Forum,"""2025-07-08T20:23:59.810Z""",Rivers City Square,,10,47c85462-dff0-4fe0-b41b-26ff5e69d19b,5000,,"""2025-11-12T20:23:59.846Z"""
3039ceed-8ca0-49b9-8418-bc4d0658f1a8,Young Leaders Dialogue - Rivers,"A platform for youth to voice their aspirations, concerns, and ideas for a better society.",Youth Forum,"""2026-03-14T20:23:59.810Z""",Rivers Convention Center,,10,47c85462-dff0-4fe0-b41b-26ff5e69d19b,1000,,"""2025-11-12T20:23:59.846Z"""
09de948b-2b5d-49d9-b061-3c44d6b0caba,Victory Celebration Rally - Rivers,A massive mobilization event to demonstrate our commitment to progress and good governance. Join thousands of party faithful as we march for change and development.,Rally,"""2026-01-25T20:23:59.810Z""","Ward 5, Rivers",,10,47c85462-dff0-4fe0-b41b-26ff5e69d19b,5000,,"""2025-11-12T20:23:59.846Z"""
eff9ac77-9016-4339-83a8-85be6ccb5369,Community Listening Session - Rivers,"Join us for an interactive town hall meeting where community members can directly engage with party leaders and representatives. Share your concerns, ask questions, and participate in shaping our collective future.",Town Hall,"""2026-02-20T20:23:59.810Z""",Rivers Community Center,,10,47c85462-dff0-4fe0-b41b-26ff5e69d19b,300,,"""2025-11-12T20:23:59.846Z"""
fe28663f-2388-4773-b481-48d6fdca8209,Victory Celebration Rally - Rivers,A massive mobilization event to demonstrate our commitment to progress and good governance. Join thousands of party faithful as we march for change and development.,Rally,"""2025-08-24T20:23:59.810Z""",Rivers Convention Center,,10,47c85462-dff0-4fe0-b41b-26ff5e69d19b,300,,"""2025-11-12T20:23:59.846Z"""
666b7fe8-edf3-4981-895f-9bf9deea68a8,Security Policy Discussion - Rivers,"Bringing together policymakers, experts, and stakeholders to deliberate on effective strategies for sustainable development.",Policy Dialogue,"""2026-04-16T20:23:59.810Z""",Rivers Central Mosque,,10,47c85462-dff0-4fe0-b41b-26ff5e69d19b,2000,,"""2025-11-12T20:23:59.846Z"""
104f8e9e-f6eb-4963-8278-8f6cb7e52a70,Back-to-School Support Program - Rivers,APC's commitment to the people demonstrated through direct community intervention and support programs.,Community Outreach,"""2025-12-05T20:23:59.810Z""",Rivers Sports Stadium,,10,47c85462-dff0-4fe0-b41b-26ff5e69d19b,1000,,"""2025-11-12T20:23:59.846Z"""
4ef2afc1-a4be-4586-8ea4-74f38767ffc8,Effective Governance Workshop - Abuja FCT,Developing the next generation of party leaders through intensive leadership training and mentorship.,Leadership Workshop,"""2025-12-16T20:23:59.810Z""",Abuja FCT State APC Secretariat,,10,991fb7b0-5eea-467d-a6f9-1e1e2a6475ea,1000,,"""2025-11-12T20:23:59.846Z"""
12fa8bf9-4730-4b6e-ae19-f29f89daca13,Town Hall Meeting with Constituents - Abuja FCT,"Join us for an interactive town hall meeting where community members can directly engage with party leaders and representatives. Share your concerns, ask questions, and participate in shaping our collective future.",Town Hall,"""2025-08-29T20:23:59.810Z""",Abuja FCT Government House Banquet Hall,,10,991fb7b0-5eea-467d-a6f9-1e1e2a6475ea,5000,,"""2025-11-12T20:23:59.846Z"""
5d3a3267-9785-4b30-b7e3-24625142e1b5,Unity Rally for Development - Abuja FCT,A massive mobilization event to demonstrate our commitment to progress and good governance. Join thousands of party faithful as we march for change and development.,Rally,"""2025-09-22T20:23:59.810Z""",Abuja FCT City Square,,10,991fb7b0-5eea-467d-a6f9-1e1e2a6475ea,5000,,"""2025-11-12T20:23:59.846Z"""
79a96d73-0a21-4ac8-83db-2e2ccaa1430d,Economic Development Forum - Abuja FCT,"Expert-led discussion on evidence-based policy solutions to critical challenges in education, healthcare, and economic development.",Policy Dialogue,"""2025-07-08T20:23:59.810Z""",Abuja FCT State APC Secretariat,,10,991fb7b0-5eea-467d-a6f9-1e1e2a6475ea,300,,"""2025-11-12T20:23:59.846Z"""
1ed11ac8-5ddb-454c-b23f-8bda60bc4547,Tech Skills for Youth - Abuja FCT,"Empowering young people with knowledge, skills, and opportunities to become active participants in nation building.",Youth Forum,"""2025-10-23T20:23:59.810Z""",Abuja FCT State APC Secretariat,,10,991fb7b0-5eea-467d-a6f9-1e1e2a6475ea,1000,,"""2025-11-12T20:23:59.846Z"""
19e3e1a3-82ed-406f-afde-5de8d69cac92,Women's Economic Forum - Abuja FCT,Celebrating women's achievements and discussing strategies for greater women participation in governance and leadership.,Women's Conference,"""2026-05-08T20:23:59.810Z""",Abuja FCT Convention Center,,10,991fb7b0-5eea-467d-a6f9-1e1e2a6475ea,5000,,"""2025-11-12T20:23:59.846Z"""
d979910a-c168-4530-98bb-2709149476b2,Campaign Volunteers Training - Abuja FCT,"Hands-on workshop covering modern campaign strategies, voter outreach techniques, and digital organizing tools.",Training,"""2026-02-21T20:23:59.810Z""","Ward 1, Abuja FCT",,10,991fb7b0-5eea-467d-a6f9-1e1e2a6475ea,50,,"""2025-11-12T20:23:59.846Z"""
513f4c97-ae1d-49dd-8ffd-3f58b9c81dcf,Youth Mobilization Rally - Oyo,A massive mobilization event to demonstrate our commitment to progress and good governance. Join thousands of party faithful as we march for change and development.,Rally,"""2025-10-06T20:23:59.810Z""",Oyo Sports Stadium,,10,41f54fc8-0d9d-42e0-bde7-3892fe75ab65,200,,"""2025-11-12T20:23:59.846Z"""
d28f402d-e019-4c32-8c16-762cd6d11bc6,Campaign Volunteers Training - Oyo,"Hands-on workshop covering modern campaign strategies, voter outreach techniques, and digital organizing tools.",Training,"""2026-05-06T20:23:59.810Z""",Oyo Cathedral Hall,,10,41f54fc8-0d9d-42e0-bde7-3892fe75ab65,100,,"""2025-11-12T20:23:59.846Z"""
c2afb1fc-1c93-45b7-aff2-87e227eaf607,Women's Economic Forum - Oyo,Celebrating women's achievements and discussing strategies for greater women participation in governance and leadership.,Women's Conference,"""2026-04-13T20:23:59.810Z""",Oyo Sports Stadium,,10,41f54fc8-0d9d-42e0-bde7-3892fe75ab65,200,,"""2025-11-12T20:23:59.846Z"""
27009bbf-c180-4d3b-b5b8-f2d7e0c2600e,Free Medical Outreach - Oyo,Free community service program reaching out to underserved communities with essential services and support.,Community Outreach,"""2026-02-08T20:23:59.810Z""",Oyo Sports Stadium,,10,41f54fc8-0d9d-42e0-bde7-3892fe75ab65,100,,"""2025-11-12T20:23:59.846Z"""
23cc3f95-2ccc-45c6-8d60-eafb28fe0c97,People's Forum: Your Voice Matters - Oyo,A platform for transparent dialogue between the people and their elected representatives. Come and make your voice heard on issues that matter to you.,Town Hall,"""2025-10-01T20:23:59.811Z""",Oyo Sports Stadium,,10,41f54fc8-0d9d-42e0-bde7-3892fe75ab65,200,,"""2025-11-12T20:23:59.846Z"""
b7ca88e4-fe3e-4e08-8c99-be793a8b803c,Community Listening Session - Oyo,A platform for transparent dialogue between the people and their elected representatives. Come and make your voice heard on issues that matter to you.,Town Hall,"""2026-03-22T20:23:59.811Z""",Oyo Community Center,,10,41f54fc8-0d9d-42e0-bde7-3892fe75ab65,200,,"""2025-11-12T20:23:59.846Z"""
76be5213-dbc3-41b9-9e0a-bd0c457ac49f,Town Hall Meeting with Constituents - Oyo,A platform for transparent dialogue between the people and their elected representatives. Come and make your voice heard on issues that matter to you.,Town Hall,"""2025-07-27T20:23:59.811Z""","Ward 1, Oyo",,10,41f54fc8-0d9d-42e0-bde7-3892fe75ab65,500,,"""2025-11-12T20:23:59.846Z"""
6aa25b98-c4c7-4019-99c1-15de6ca683de,Back-to-School Support Program - Delta,Free community service program reaching out to underserved communities with essential services and support.,Community Outreach,"""2025-12-28T20:23:59.811Z""",Delta State APC Secretariat,,10,9a87b565-5e4c-4369-add1-61a81630ff5d,5000,,"""2025-11-12T20:23:59.846Z"""
3276780a-c10e-4e86-9c04-1a0117d67ae1,Digital Campaign Training - Delta,Comprehensive training program to equip volunteers and members with the skills needed for effective grassroots mobilization and community engagement.,Training,"""2025-12-26T20:23:59.811Z""",Delta City Square,,10,9a87b565-5e4c-4369-add1-61a81630ff5d,200,,"""2025-11-12T20:23:59.846Z"""
9c41c296-2de8-468e-98e3-bf0e7fc94928,Women in Leadership Conference - Delta,Bringing together women leaders and advocates to strengthen women's voices in policy and decision-making.,Women's Conference,"""2025-07-19T20:23:59.811Z""",Delta Central Mosque,,10,9a87b565-5e4c-4369-add1-61a81630ff5d,100,,"""2025-11-12T20:23:59.846Z"""
a349cb70-468f-4630-8f71-2f4c35a8b551,Women's Economic Forum - Delta,Celebrating women's achievements and discussing strategies for greater women participation in governance and leadership.,Women's Conference,"""2025-06-14T20:23:59.811Z""",Delta Cathedral Hall,,10,9a87b565-5e4c-4369-add1-61a81630ff5d,1000,,"""2025-11-12T20:23:59.846Z"""
b48ab126-275b-4f7a-abfd-a15e5fdafe27,Meet Your Representatives - Delta,"Join us for an interactive town hall meeting where community members can directly engage with party leaders and representatives. Share your concerns, ask questions, and participate in shaping our collective future.",Town Hall,"""2025-08-05T20:23:59.811Z""","Ward 5, Delta",,10,9a87b565-5e4c-4369-add1-61a81630ff5d,2000,,"""2025-11-12T20:23:59.846Z"""
a9167515-ee18-4715-878e-660994691b7f,Young Leaders Dialogue - Delta,"A platform for youth to voice their aspirations, concerns, and ideas for a better society.",Youth Forum,"""2025-07-15T20:23:59.811Z""",Delta Convention Center,,10,9a87b565-5e4c-4369-add1-61a81630ff5d,300,,"""2025-11-12T20:23:59.846Z"""
e05eedef-df33-4352-acc9-89b210051e7f,Back-to-School Support Program - Delta,Bringing hope and tangible support to communities in need. Join us in making a difference in people's lives.,Community Outreach,"""2026-01-16T20:23:59.811Z""",Delta State APC Secretariat,,10,9a87b565-5e4c-4369-add1-61a81630ff5d,500,,"""2025-11-12T20:23:59.846Z"""
514f345d-7022-482e-8968-5cc589210173,Leadership Development Program - Anambra,"Hands-on workshop covering modern campaign strategies, voter outreach techniques, and digital organizing tools.",Training,"""2026-03-24T20:23:59.811Z""",Anambra City Square,,10,584c5ba5-f405-4677-93b3-d7901f0be485,2000,,"""2025-11-12T20:23:59.846Z"""
c616efd0-b376-4dc9-91e3-0cf0310ba0db,Women in Leadership Conference - Anambra,Bringing together women leaders and advocates to strengthen women's voices in policy and decision-making.,Women's Conference,"""2025-10-25T20:23:59.811Z""",Anambra Sports Stadium,,10,584c5ba5-f405-4677-93b3-d7901f0be485,5000,,"""2025-11-12T20:23:59.846Z"""
5052e921-746a-4c35-8ff2-8a5134d9b32f,People's Forum: Your Voice Matters - Anambra,"Join us for an interactive town hall meeting where community members can directly engage with party leaders and representatives. Share your concerns, ask questions, and participate in shaping our collective future.",Town Hall,"""2025-06-08T20:23:59.811Z""",Anambra Government House Banquet Hall,,10,584c5ba5-f405-4677-93b3-d7901f0be485,50,,"""2025-11-12T20:23:59.846Z"""
b317e233-593f-4fe8-a93f-3054de871bb0,Campaign Volunteers Training - Anambra,"Hands-on workshop covering modern campaign strategies, voter outreach techniques, and digital organizing tools.",Training,"""2025-08-08T20:23:59.811Z""",Anambra Central Mosque,,10,584c5ba5-f405-4677-93b3-d7901f0be485,500,,"""2025-11-12T20:23:59.846Z"""
42ae8bc5-471c-4f4b-8491-574b35bda8ea,Infrastructure Planning Session - Anambra,"Bringing together policymakers, experts, and stakeholders to deliberate on effective strategies for sustainable development.",Policy Dialogue,"""2026-04-21T20:23:59.811Z""",Anambra Convention Center,,10,584c5ba5-f405-4677-93b3-d7901f0be485,300,,"""2025-11-12T20:23:59.846Z"""
e3dcb6ea-0ac9-4f8c-8cd8-0c09af5e58a6,Gender Equality Dialogue - Anambra,Addressing gender equity issues and charting pathways for women's economic and political empowerment.,Women's Conference,"""2025-10-22T20:23:59.811Z""","Local Government Headquarters, Anambra",,10,584c5ba5-f405-4677-93b3-d7901f0be485,5000,,"""2025-11-12T20:23:59.846Z"""
